x,y
"brazilian planning minister antonio kandir will submit to a draft copy of the 1997 federal budget to congress on thursday , a ministry spokeswoman said . ","['JJ', 'NNP', 'NNP', 'NNP', 'NNP', 'MD', 'VB', 'TO', 'DT', 'NN', 'NN', 'IN', 'DT', 'CD', 'JJ', 'NN', 'TO', 'NNP', 'IN', 'NNP', ',', 'DT', 'NN', 'NN', 'VBD', '.']"
congress is constitutionally obliged to approve the budget by the end of year but regularly fails to meet that requirement . ,"['NNP', 'VBZ', 'RB', 'JJ', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NN', 'CC', 'RB', 'VBZ', 'TO', 'VB', 'DT', 'NN', '.']"
-docstart- ,['-X-']
mexico same-day cetes rates rise on nervousness . ,"['NNP', 'JJ', 'NNS', 'NNS', 'NN', 'IN', 'NN', '.']"
mexico city 1996-08-29 ,"['NNP', 'NNP', 'CD']"
"mexico 's same-day cetes rates rose 50 basis points to 24.25 percent on nervousness over a new round of attacks by guerrillas in two southern states , dealers said . ","['NNP', 'POS', 'JJ', 'NNS', 'NNS', 'VBD', 'CD', 'NN', 'NNS', 'TO', 'CD', 'NN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNS', 'IN', 'NNS', 'IN', 'CD', 'JJ', 'NNS', ',', 'NNS', 'VBD', '.']"
""" there are people who are taking advantage of the news to put pressure on rates , however , there are enough players who will buy and that will keep rates from rising too much , "" said one dealer . ","['""', 'EX', 'VBP', 'NNS', 'WP', 'VBP', 'VBG', 'NN', 'IN', 'DT', 'NN', 'TO', 'VB', 'NN', 'IN', 'NNS', ',', 'RB', ',', 'EX', 'VBP', 'JJ', 'NNS', 'WP', 'MD', 'VB', 'CC', 'DT', 'MD', 'VB', 'NNS', 'IN', 'VBG', 'RB', 'JJ', ',', '""', 'VBD', 'CD', 'NN', '.']"
co-ordinated guerrilla attacks in two southern states overnight that left at least 13 people dead have caused nervousness in mexico 's financial markets . ,"['JJ', 'NN', 'NNS', 'IN', 'CD', 'JJ', 'NNS', 'RB', 'IN', 'VBN', 'IN', 'JJS', 'CD', 'NNS', 'JJ', 'VBP', 'VBN', 'NN', 'IN', 'NNP', 'POS', 'JJ', 'NNS', '.']"
"bank notes and acceptances , including pagares , rose 46 basis points to 25.10 percent . ","['NNP', 'NNS', 'CC', 'NNS', ',', 'VBG', 'NNS', ',', 'VBD', 'CD', 'NN', 'NNS', 'TO', 'CD', 'NN', '.']"
dealers said that the volume of longer-term government paper declined due to market nervousness . ,"['NNS', 'VBD', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NN', 'NN', 'VBD', 'JJ', 'TO', 'VB', 'NN', '.']"
"at least 13 people were killed when scores of masked rebels struck at police and military posts in oaxaca and guerrero states overnight in the biggest assaults in more than two years , officials said on thursday . ","['IN', 'JJS', 'CD', 'NNS', 'VBD', 'VBN', 'WRB', 'NNS', 'IN', 'VBN', 'NNS', 'VBD', 'IN', 'NN', 'CC', 'JJ', 'NNS', 'IN', 'NN', 'CC', 'NNP', 'VBZ', 'RB', 'IN', 'DT', 'JJS', 'NNS', 'IN', 'RBR', 'IN', 'CD', 'NNS', ',', 'NNS', 'VBD', 'IN', 'NNP', '.']"
"maturing credits are seen at 2.209 billion pesos , and there is an oversupply of 684 billion pesos from the primary auction . ","['VBG', 'NNS', 'VBP', 'VBN', 'IN', 'CD', 'CD', 'NNS', ',', 'CC', 'EX', 'VBZ', 'DT', 'NN', 'IN', 'CD', 'CD', 'NNS', 'IN', 'DT', 'JJ', 'NN', '.']"
dealers estimate that the shortfall will increase due to the inflow of funds before the end of the month . ,"['NNS', 'VBP', 'IN', 'DT', 'NN', 'MD', 'VB', 'RB', 'TO', 'DT', 'NN', 'IN', 'NNS', 'RB', 'DT', 'NN', 'IN', 'DT', 'NN', '.']"
"--- patricia lezama , mexico city newroom ( 525 ) 728 9554 ","['IN', 'NNP', 'NNP', ',', 'NNP', 'NNP', 'NN', '(', 'CD', ')', 'CD', 'CD']"
-docstart- ,['-X-']
tension builds in mexican state ahead of elections . ,"['NN', 'VBZ', 'IN', 'JJ', 'NN', 'RB', 'IN', 'NNS', '.']"
[ corrected 05:53 gmt ] ,"['(', 'NNP', 'CD', 'NNP', ')']"
"chilpancingo , mexico 1996-08-28 ","['NNP', ',', 'NNP', 'CD']"
pre-electoral bickering flared on wednesday in the troubled western mexican state of guerrero as some opposition politicians demanded the army pull out of the area ahead of an upcoming state poll . ,"['JJ', 'NN', 'VBD', 'IN', 'NNP', 'IN', 'DT', 'JJ', 'JJ', 'JJ', 'NN', 'IN', 'NNP', 'IN', 'DT', 'NN', 'NNS', 'VBD', 'DT', 'NN', 'NN', 'IN', 'IN', 'DT', 'NN', 'RB', 'IN', 'DT', 'JJ', 'NN', 'NN', '.']"
"the mayor of acatepec , a small town some 310 miles ( 500 km ) south of mexico city , sent a letter to mexico 's national human rights commission complaining the army 's heavy presence in the town would interfere with the oct. 6 election . ","['DT', 'NN', 'IN', 'NNP', ',', 'DT', 'JJ', 'NN', 'DT', 'CD', 'NNS', '(', 'CD', 'NN', ')', 'RB', 'IN', 'NNP', 'NNP', ',', 'VBD', 'DT', 'NN', 'TO', 'NNP', 'POS', 'NNP', 'NNP', 'NNP', 'NNP', 'VBG', 'DT', 'NN', 'POS', 'JJ', 'NN', 'IN', 'DT', 'NN', 'MD', 'VB', 'IN', 'DT', 'NNP', 'CD', 'NN', '.']"
"mayor antonio gonzalez garcia , of the opposition revolutionary workers ' party , said in wednesday 's letter that army troops recently raided several local farms , stole cattle and raped women . ","['NNP', 'NNP', 'NNP', 'NNP', ',', 'IN', 'DT', 'NN', 'NNP', 'NNPS', 'POS', 'NNP', ',', 'VBD', 'IN', 'NNP', 'POS', 'NN', 'IN', 'NN', 'NNS', 'RB', 'VBN', 'JJ', 'JJ', 'NNS', ',', 'VBD', 'NNS', 'CC', 'VBN', 'NNS', '.']"
the letter was signed by some 200 area residents and indigenous leaders . ,"['DT', 'NN', 'VBD', 'VBN', 'IN', 'DT', 'CD', 'NN', 'NNS', 'CC', 'JJ', 'NNS', '.']"
"some electoral watchdog groups also said the presence of the army , which has fanned out across the state in the past month in search of a new guerrilla group , was likely to intimidate voters and had stirred up tension in the state . ","['DT', 'JJ', 'NN', 'NNS', 'RB', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NN', ',', 'WDT', 'VBZ', 'VBN', 'RB', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'JJ', 'NN', ',', 'VBD', 'JJ', 'TO', 'VB', 'NNS', 'CC', 'VBD', 'VBN', 'RP', 'NN', 'IN', 'DT', 'NN', '.']"
"a french group of electoral observers , agir ensemble pour les droits de l'homme , concluded the army presence exerted a heavy psychological pressure on local farmers and would prevent a fair vote . ","['DT', 'JJ', 'NN', 'IN', 'JJ', 'NNS', ',', 'NNP', 'NNP', 'VBP', 'FW', 'NNS', 'FW', 'NN', ',', 'VBD', 'DT', 'NN', 'NN', 'VBD', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'JJ', 'NNS', 'CC', 'MD', 'VB', 'DT', 'JJ', 'NN', '.']"
up for grabs in the election are the state legislature and 75 town halls . ,"['IN', 'IN', 'NNS', 'IN', 'DT', 'NN', 'VBP', 'DT', 'NN', 'NN', 'CC', 'CD', 'NN', 'NNS', '.']"
( corrects to show elections are not for governor ) . ,"['(', 'NNS', 'TO', 'VB', 'NNS', 'VBP', 'RB', 'IN', 'NN', ')', '.']"
"despite the criticism , acting state gov . ","['IN', 'DT', 'NN', ',', 'VBG', 'NN', 'NNP', '.']"
"angel aguirre pledged the elections will be free and fair and said he did not expect any trouble from the elusive new guerrilla group , the popular revolutionary army . ","['NNP', 'NNP', 'VBD', 'DT', 'NNS', 'MD', 'VB', 'JJ', 'CC', 'JJ', 'CC', 'VBD', 'PRP', 'VBD', 'RB', 'VB', 'DT', 'NN', 'IN', 'DT', 'JJ', 'JJ', 'JJ', 'NN', ',', 'DT', 'NNP', 'NNP', 'NNP', '.']"
""" the electoral process has been proceeding in accordance with the new state electoral law , "" aguirre said , adding that the poll would be "" an exercise in true democracy . "" ","['""', 'DT', 'JJ', 'NN', 'VBZ', 'VBN', 'VBG', 'RP', 'NN', 'IN', 'DT', 'JJ', 'NN', 'JJ', 'NN', ',', '""', 'FW', 'VBD', ',', 'VBG', 'IN', 'DT', 'JJ', 'MD', 'VB', '""', 'DT', 'NN', 'IN', 'JJ', 'NN', '.', '""']"
-docstart- ,['-X-']
brazil police arrest wanted italian man - report . ,"['NNP', 'NN', 'NN', 'VBN', 'JJ', 'NN', ':', 'VB', '.']"
"sao paulo , brazil 1996-08-28 ","['NNP', 'NNP', ',', 'NNP', 'CD']"
"brazilian authorities on wednesday arrested a 47-year-old italian man wanted in italy for ties to the leftist red brigade guerrilla group of the 1970s , local television said . ","['JJ', 'NNS', 'IN', 'NNP', 'VBN', 'DT', 'JJ', 'JJ', 'NN', 'VBN', 'IN', 'NNP', 'IN', 'NNS', 'TO', 'DT', 'JJ', 'NNP', 'NNP', 'NN', 'NN', 'IN', 'DT', 'CD', ',', 'JJ', 'NN', 'VBD', '.']"
"tv globo said the supreme federal tribunal ordered the arrest of luciano pessina , a political scientist who owns two rio de janeiro restaurants , based on an extradition request from the italian government . ","['NNP', 'NNP', 'VBD', 'DT', 'NNP', 'NNP', 'NNP', 'VBD', 'DT', 'NN', 'IN', 'NNP', 'NNP', ',', 'DT', 'JJ', 'NN', 'WP', 'VBZ', 'CD', 'NNP', 'NNP', 'NNP', 'NNS', ',', 'VBN', 'IN', 'DT', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']"
"the report , which could not be independently verified on wednesday night , said pessina was sentenced in italy to eight years and 11 months in prison for robbery and illegal weapons and explosives possession . ","['DT', 'NN', ',', 'WDT', 'MD', 'RB', 'VB', 'RB', 'VBN', 'IN', 'NNP', 'NN', ',', 'VBD', 'NNP', 'VBD', 'VBN', 'IN', 'NNP', 'TO', 'CD', 'NNS', 'CC', 'CD', 'NNS', 'IN', 'NN', 'IN', 'NN', 'CC', 'JJ', 'NNS', 'CC', 'NNS', 'NN', '.']"
"globo quoted pessina 's lawyer as saying he had already been imprisoned in italy and , when freed , travelled to brazil . ","['NNP', 'VBD', 'NNP', 'POS', 'NN', 'IN', 'VBG', 'PRP', 'VBD', 'RB', 'VBN', 'VBN', 'IN', 'NNP', 'CC', ',', 'WRB', 'JJ', ',', 'JJ', 'TO', 'VB', '.']"
-docstart- ,['-X-']
"seven churches slam brazil rural violence , impunity . ","['CD', 'NNS', 'VBD', 'NNP', 'JJ', 'NN', ',', 'NN', '.']"
brasilia 1996-08-28 ,"['NNP', 'CD']"
"seven churches joined voices on wednesday to condemn the "" day-to-day violence "" of brazil 's rural hinterland and the government 's failure to punish those responsible for massacres of landless peasants . ","['CD', 'NNS', 'VBD', 'NNS', 'IN', 'NNP', 'TO', 'VB', 'DT', '""', 'JJ', 'NN', '""', 'IN', 'NNP', 'POS', 'JJ', 'NN', 'CC', 'DT', 'NN', 'POS', 'NN', 'TO', 'VB', 'DT', 'JJ', 'IN', 'NNS', 'IN', 'JJ', 'NNS', '.']"
""" in the name of jesus , we want to bring your attention to what is going on in the brazilian countryside , "" two church umbrella groups said in a letter to the brazilian people . ","['""', 'IN', 'DT', 'NN', 'IN', 'NNP', ',', 'PRP', 'VBP', 'TO', 'VB', 'PRP$', 'NN', 'TO', 'WP', 'VBZ', 'VBG', 'RP', 'IN', 'DT', 'JJ', 'NN', ',', '""', 'CD', 'NN', 'NN', 'NNS', 'VBD', 'IN', 'DT', 'NNP', 'TO', 'DT', 'JJ', 'NNS', '.']"
the letter from national council of christian churches of brazil and the coordinate of ecumenical service was sent to president fernando henrique cardoso after a seminar on endemic violence gripping rural brazil . ,"['DT', 'NN', 'IN', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'IN', 'NNP', 'CC', 'DT', 'NNP', 'IN', 'NNP', 'NNP', 'VBD', 'VBN', 'TO', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NN', 'VBG', 'JJ', 'NNP', '.']"
"thirty-six people have died so far this year in conflicts over land in the brazilian countryside , including 19 landless peasants massacred by police in april in the northern state of para . ","['CD', 'NNS', 'VBP', 'VBD', 'RB', 'RB', 'DT', 'NN', 'IN', 'NNS', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN', ',', 'VBG', 'CD', 'JJ', 'NNS', 'VBN', 'IN', 'NN', 'IN', 'NNP', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', '.']"
""" the problem of land is one of the most serious facing brazil , "" said lucas moreira neves , president of the catholic church 's national conference of bishops of brazil . ","['""', 'DT', 'NN', 'IN', 'NN', 'VBZ', 'CD', 'IN', 'DT', 'RBS', 'JJ', 'VBG', 'NNP', ',', '""', 'VBD', 'NNP', 'NNP', 'NNPS', ',', 'NN', 'IN', 'DT', 'NNP', 'NN', 'POS', 'NNP', 'NNP', 'IN', 'NNS', 'IN', 'NNP', '.']"
"the letter made reference to massacres of landless peasants in august 1995 and april 1996 , which claimed the lives of 27 landless peasants . ","['DT', 'NN', 'VBD', 'NN', 'TO', 'NNS', 'IN', 'JJ', 'NNS', 'IN', 'NNP', 'CD', 'CC', 'NNP', 'CD', ',', 'WDT', 'VBD', 'DT', 'NNS', 'IN', 'CD', 'JJ', 'NNS', '.']"
-docstart- ,['-X-']
thai official flees hong kong after passport scam . ,"['NNP', 'NN', 'NN', 'NNP', 'NNP', 'IN', 'NN', 'NN', '.']"
hong kong 1996-08-29 ,"['IN', 'VBG', 'CD']"
"a thai consular official has fled hong kong after being questioned by anti-corruption police in connection with soliciting bribes to issue a passport , hong kong government radio said on thursday . ","['DT', 'NNP', 'JJ', 'NN', 'VBZ', 'VBN', 'NNP', 'NNP', 'IN', 'VBG', 'VBN', 'IN', 'JJ', 'NN', 'IN', 'NN', 'IN', 'VBG', 'NNS', 'TO', 'VB', 'DT', 'NN', ',', 'NNP', 'NNP', 'NN', 'NN', 'VBD', 'IN', 'NNP', '.']"
"the unnamed suspect left the british colony after being detained and then freed by the independent commission against corruption ( icac ) , the radio said . ","['DT', 'JJ', 'NN', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'VBG', 'VBN', 'CC', 'RB', 'VBN', 'IN', 'DT', 'NNP', 'NNP', 'IN', 'NNP', '(', 'NNP', ')', ',', 'DT', 'NN', 'VBD', '.']"
"the man was released after his arrest on tuesday , pending further inquiries , the icac said in a statement . ","['DT', 'NN', 'VBD', 'VBN', 'IN', 'PRP$', 'NN', 'IN', 'NNP', ',', 'VBG', 'JJ', 'NNS', ',', 'DT', 'NNP', 'VBD', 'IN', 'DT', 'NN', '.']"
"the anti-graft body was discussing the case with the thai government , especially the suspect 's status , it said . ","['DT', 'JJ', 'NN', 'VBD', 'VBG', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NN', ',', 'RB', 'DT', 'NN', 'POS', 'NN', ',', 'PRP', 'VBD', '.']"
"it is not clear if the fugitive had diplomatic status in hong kong , and officials from the thai consulate were not available for comment . ","['PRP', 'VBZ', 'RB', 'JJ', 'IN', 'DT', 'NN', 'VBD', 'JJ', 'NN', 'IN', 'NNP', 'NNP', ',', 'CC', 'NNS', 'IN', 'DT', 'NNP', 'NNP', 'VBD', 'RB', 'JJ', 'IN', 'NN', '.']"
"the arrest came after the icac received a complaint that the man had demanded a bribe of hk$ 100,000 ( us$ 12,940 ) to issue a thai passport , the icac said . ","['DT', 'NN', 'VBD', 'IN', 'DT', 'NNP', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NN', 'VBD', 'VBN', 'DT', 'NN', 'IN', '$', 'CD', '(', '$', 'CD', ')', 'TO', 'VB', 'DT', 'NNP', 'NN', ',', 'DT', 'NNP', 'VBD', '.']"
"at the time of his arrest , icac officers seized hk$ 100,000 , it added . ","['IN', 'DT', 'NN', 'IN', 'PRP$', 'NN', ',', 'NNP', 'NNS', 'VBD', '$', 'CD', ',', 'PRP', 'VBD', '.']"
the icac has kept a close eye on passport scams after a u.s. official was jailed for trafficking fake honduran passports as part of an immigration racket aimed at chinese . ,"['DT', 'NNP', 'VBZ', 'VBN', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NNS', 'IN', 'DT', 'NNP', 'NN', 'VBD', 'VBN', 'IN', 'NN', 'JJ', 'JJ', 'NNS', 'IN', 'NN', 'IN', 'DT', 'NN', 'NN', 'VBN', 'IN', 'JJ', '.']"
-docstart- ,['-X-']
thai poll shows military wants pm banharn out . ,"['NNP', 'NN', 'VBZ', 'JJ', 'VBZ', 'NNP', 'NNP', 'RB', '.']"
bangkok 1996-08-29 ,"['NNP', 'CD']"
"thailand 's powerful military thinks the government is dishonest and prime minister banharn silpa-archa 's resignation might solve the nation 's political and economic woes , an opinion poll showed on thursday . ","['NNP', 'POS', 'JJ', 'NN', 'VBZ', 'DT', 'NN', 'VBZ', 'JJ', 'CC', 'NNP', 'NNP', 'NNP', 'NNP', 'POS', 'NN', 'MD', 'VB', 'DT', 'NN', 'POS', 'JJ', 'CC', 'JJ', 'NNS', ',', 'DT', 'NN', 'NN', 'VBD', 'IN', 'NNP', '.']"
"nearly half the 1,617 military personnel surveyed in the rajapat institute poll suggested that banharn resign , while about 28 percent thought he should dissolve parliament and 24 percent thought a cabinet reshuffle could resolve the government 's problems . ","['RB', 'PDT', 'DT', 'CD', 'JJ', 'NNS', 'VBN', 'IN', 'DT', 'NNP', 'NNP', 'NN', 'VBD', 'IN', 'JJ', 'NN', ',', 'IN', 'RB', 'CD', 'NN', 'VBD', 'PRP', 'MD', 'VB', 'NN', 'CC', 'CD', 'NN', 'VBD', 'DT', 'NN', 'NN', 'MD', 'VB', 'DT', 'NN', 'POS', 'NNS', '.']"
"banharn , who leads a six-party , 13-month-old coalition government , faces a no-confidence debate in parliament next month . ","['NNP', ',', 'WP', 'VBZ', 'DT', 'NN', ',', 'JJ', 'NN', 'NN', ',', 'VBZ', 'DT', 'NN', 'NN', 'IN', 'NN', 'IN', 'NN', '.']"
"the prime minister , who has already lost one coalition partner this month , is expected to have a tough battle in the debate because of infighting in his own party and warnings of more pullouts by other coalition partners . ","['DT', 'JJ', 'NN', ',', 'WP', 'VBZ', 'RB', 'VBN', 'CD', 'NN', 'NN', 'DT', 'NN', ',', 'VBZ', 'VBN', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'IN', 'NN', 'IN', 'PRP$', 'JJ', 'NN', 'CC', 'NNS', 'IN', 'JJR', 'NNS', 'IN', 'JJ', 'NN', 'NNS', '.']"
"the poll , conducted earlier this month after banharn 's coalition completed one year in office , showed the military would prefer general chatichai choonhavan -- a former prime minister who was ousted in a military coup in february 1991 -- as prime minister . ","['DT', 'NN', ',', 'VBN', 'RBR', 'DT', 'NN', 'IN', 'NNP', 'POS', 'NN', 'VBD', 'CD', 'NN', 'IN', 'NN', ',', 'VBD', 'DT', 'NN', 'MD', 'VB', 'NNP', 'NNP', 'NNP', ':', 'DT', 'JJ', 'JJ', 'NN', 'WP', 'VBD', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'CD', ':', 'IN', 'JJ', 'NN', '.']"
"defence minister chavalit yongchaiyudh , head of coalition member the new aspiration party , was the second choice for prime minister , the poll showed . ","['NN', 'NNP', 'NNP', 'NNP', ',', 'NN', 'IN', 'NN', 'NN', 'DT', 'NNP', 'NNP', 'NNP', ',', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'NN', ',', 'DT', 'NN', 'VBD', '.']"
banharn came in last on the list of proposed leaders with less than one percent of the votes . ,"['NN', 'VBD', 'IN', 'JJ', 'IN', 'DT', 'NN', 'IN', 'VBN', 'NNS', 'IN', 'RBR', 'IN', 'CD', 'NN', 'IN', 'DT', 'NNS', '.']"
"nearly two-thirds of the people surveyed thought the government was dishonest and insincere , and 65 percent blamed the government 's poor performance for the country 's economic slowdown . ","['RB', 'NNS', 'IN', 'DT', 'NNS', 'VBD', 'VBN', 'DT', 'NN', 'VBD', 'JJ', 'CC', 'JJ', ',', 'CC', 'CD', 'NN', 'VBD', 'DT', 'NN', 'POS', 'JJ', 'NN', 'IN', 'DT', 'NN', 'POS', 'JJ', 'NN', '.']"
"the opinion of the military in thailand , which has seen 17 coups or attempted coups since the country switched to parliamentary democracy from absolute monarchy in 1932 , always carries weight in the political scene , despite officials ' vows to distance the military from politics . ","['DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNP', ',', 'WDT', 'VBZ', 'VBN', 'CD', 'NNS', 'CC', 'VBD', 'NNS', 'IN', 'DT', 'NN', 'VBD', 'TO', 'JJ', 'NN', 'IN', 'JJ', 'NN', 'IN', 'CD', ',', 'RB', 'VBZ', 'NN', 'IN', 'DT', 'JJ', 'NN', ',', 'IN', 'NNS', 'POS', 'VBZ', 'TO', 'VB', 'DT', 'NN', 'IN', 'NNS', '.']"
-docstart- ,['-X-']
hamas cleric jailed in israel hospitalised briefly . ,"['VBZ', 'JJ', 'VBN', 'IN', 'NNP', 'VBD', 'RB', '.']"
jerusalem 1996-08-29 ,"['VBN', 'CD']"
"israeli prison officials took jailed islamic militant hamas founder sheikh ahmed yassin to hospital briefly on thursday for medical tests , officials said . ","['JJ', 'NN', 'NNS', 'VBD', 'VBN', 'JJ', 'JJ', 'NNP', 'NN', 'NNP', 'NNP', 'NNP', 'TO', 'NN', 'RB', 'IN', 'NNP', 'IN', 'JJ', 'NNS', ',', 'NNS', 'VBD', '.']"
""" this evening sheikh yassin completed medical checks and returned to ramle prisons authority medical centre , "" said a spokesman for israel 's internal security ministry . ","['""', 'DT', 'NN', 'NN', 'NNP', 'VBD', 'JJ', 'NNS', 'CC', 'VBD', 'TO', 'NNP', 'NNS', 'NN', 'JJ', 'FW', ',', '""', 'VBD', 'DT', 'NN', 'IN', 'NNP', 'POS', 'JJ', 'NN', 'NN', '.']"
a prison official said yassin had a mild case of pneumonia . ,"['DT', 'NN', 'NN', 'VBD', 'NNP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'NN', '.']"
"the 60-year-old moslem cleric , jailed by israel since 1989 , is serving a life sentence for ordering attacks by hamas guerrillas against israeli targets . ","['DT', 'JJ', 'NNP', 'NN', ',', 'VBN', 'IN', 'NNP', 'IN', 'CD', ',', 'VBZ', 'VBG', 'DT', 'NN', 'NN', 'IN', 'VBG', 'NNS', 'IN', 'NNP', 'NNS', 'IN', 'JJ', 'NNS', '.']"
the ailing yassin is the spiritual leader of the fundamentalist hamas group which has killed scores of israelis in suicide attacks aimed at wrecking israel-plo peace deals . ,"['DT', 'VBG', 'NNP', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NNP', 'NN', 'WDT', 'VBZ', 'VBN', 'NNS', 'IN', 'NNPS', 'IN', 'NN', 'NNS', 'VBN', 'IN', 'VBG', 'JJ', 'NN', 'NNS', '.']"
palestinian president yasser arafat has demanded that israel release yassin -- who is confined to a wheelchair -- on humanitarian grounds . ,"['NNP', 'NNP', 'NNP', 'NNP', 'VBZ', 'VBN', 'IN', 'NNP', 'NN', 'NNP', ':', 'WP', 'VBZ', 'VBN', 'TO', 'DT', 'NN', ':', 'IN', 'JJ', 'NNS', '.']"
israel said last month after it recovered the body of a soldier abducted by hamas seven years ago that it would consider freeing yassin . ,"['NNP', 'VBD', 'JJ', 'NN', 'IN', 'PRP', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'IN', 'NNP', 'CD', 'NNS', 'RB', 'IN', 'PRP', 'MD', 'VB', 'VBG', 'NNP', '.']"
-docstart- ,['-X-']
moroccan king meets former israel pm peres . ,"['NNP', 'NNP', 'VBZ', 'JJ', 'NNP', 'NNP', 'NNP', '.']"
"skhirat , morocco 1996-08-29 ","['NNP', ',', 'NNP', 'CD']"
"king hassan of morocco met former israeli prime minister shimon peres on thursday at the coastal resort of skhirat , 20 km ( 12 miles ) south of rabat , an official source said . ","['NNP', 'NNP', 'IN', 'NNP', 'VBD', 'JJ', 'JJ', 'JJ', 'NN', 'NNP', 'NNP', 'IN', 'NNP', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', ',', 'CD', 'NN', '(', 'CD', 'NNS', ')', 'RB', 'IN', 'NNP', ',', 'DT', 'JJ', 'NN', 'VBD', '.']"
""" mr shimon peres , who is on a purely private and family visit to morocco , was received on thursday by his majesty king hassan at the royal palace of skhirat , "" the source said . ","['""', 'NNP', 'NNP', 'NNP', ',', 'WP', 'VBZ', 'IN', 'DT', 'RB', 'JJ', 'CC', 'NN', 'NN', 'TO', 'NNP', ',', 'VBD', 'VBN', 'IN', 'NNP', 'IN', 'PRP$', 'NNP', 'NNP', 'NNP', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', ',', '""', 'DT', 'NN', 'VBD', '.']"
"accompanied by his wife and grandson , peres arrived in morocco on august 25 . ","['VBN', 'IN', 'PRP$', 'NN', 'CC', 'NN', ',', 'NNP', 'VBD', 'IN', 'NNP', 'IN', 'NNP', 'CD', '.']"
"peres is expected to fly home on friday , officials said . ","['NNP', 'VBZ', 'VBN', 'TO', 'VB', 'NN', 'IN', 'NNP', ',', 'NNS', 'VBD', '.']"
-docstart- ,['-X-']
scandal hits clinton campaign at vital moment . ,"['NN', 'VBZ', 'NNP', 'NN', 'IN', 'JJ', 'NN', '.']"
